"Name","Municipal class","CD","CSD","CSDtype","UnitType","pr","cweight","Pop22","Cellid","value","source","year","province","province_name","road_condition"
"DISTRICT OF MACKENZIE","Urban","5953","5953033","DM","CSD","59",1.03225806451613,"3281","C5F06204",22,"99","2022","59","British Columbia","poor"
"DISTRICT OF MACKENZIE","Urban","5953","5953033","DM","CSD","59",1.03225806451613,"3281","C5F06304",34,"99","2022","59","British Columbia","fair"
"DISTRICT OF MACKENZIE","Urban","5953","5953033","DM","CSD","59",1.03225806451613,"3281","C5F06404",44,"99","2022","59","British Columbia","good"
"DISTRICT OF MACKENZIE","Urban","5953","5953033","DM","CSD","59",1.03225806451613,"3281","C5F06504",0,"23","2022","59","British Columbia","very good"
"DISTRICT OF MACKENZIE","Urban","5953","5953033","DM","CSD","59",1.03225806451613,"3281","C5F06604",0,"23","2022","59","British Columbia","do not know"
"CORPORATION OF THE DISTRICT OF KENT","Rural","5909","5909032","DM","CSD","59",1,"6300","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CORPORATION OF THE DISTRICT OF KENT","Rural","5909","5909032","DM","CSD","59",1,"6300","C5F06204",0,"21","2022","59","British Columbia","poor"
"CORPORATION OF THE DISTRICT OF KENT","Rural","5909","5909032","DM","CSD","59",1,"6300","C5F06304",40,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE DISTRICT OF KENT","Rural","5909","5909032","DM","CSD","59",1,"6300","C5F06404",60,"00","2022","59","British Columbia","good"
"CORPORATION OF THE DISTRICT OF KENT","Rural","5909","5909032","DM","CSD","59",1,"6300","C5F06504",0,"21","2022","59","British Columbia","very good"
"CORPORATION OF THE DISTRICT OF KENT","Rural","5909","5909032","DM","CSD","59",1,"6300","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF HUDSON'S HOPE","Rural","5955","5955025","DM","CSD","59",1.86925059324783,"841","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF HUDSON'S HOPE","Rural","5955","5955025","DM","CSD","59",1.86925059324783,"841","C5F06204",20,"00","2022","59","British Columbia","poor"
"DISTRICT OF HUDSON'S HOPE","Rural","5955","5955025","DM","CSD","59",1.86925059324783,"841","C5F06304",40,"00","2022","59","British Columbia","fair"
"DISTRICT OF HUDSON'S HOPE","Rural","5955","5955025","DM","CSD","59",1.86925059324783,"841","C5F06404",40,"00","2022","59","British Columbia","good"
"DISTRICT OF HUDSON'S HOPE","Rural","5955","5955025","DM","CSD","59",1.86925059324783,"841","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF HUDSON'S HOPE","Rural","5955","5955025","DM","CSD","59",1.86925059324783,"841","C5F06604",0,"21","2022","59","British Columbia","do not know"
"VILLAGE OF GOLD RIVER","Rural","5924","5924025","VL","CSD","59",1.25982417414622,"1246","C5F06104",0,"23","2022","59","British Columbia","very poor"
"VILLAGE OF GOLD RIVER","Rural","5924","5924025","VL","CSD","59",1.25982417414622,"1246","C5F06204",17,"23","2022","59","British Columbia","poor"
"VILLAGE OF GOLD RIVER","Rural","5924","5924025","VL","CSD","59",1.25982417414622,"1246","C5F06304",42,"99","2022","59","British Columbia","fair"
"VILLAGE OF GOLD RIVER","Rural","5924","5924025","VL","CSD","59",1.25982417414622,"1246","C5F06404",41,"99","2022","59","British Columbia","good"
"VILLAGE OF GOLD RIVER","Rural","5924","5924025","VL","CSD","59",1.25982417414622,"1246","C5F06504",0,"23","2022","59","British Columbia","very good"
"VILLAGE OF GOLD RIVER","Rural","5924","5924025","VL","CSD","59",1.25982417414622,"1246","C5F06604",0,"23","2022","59","British Columbia","do not know"
"MUNICIPALITY OF CENTRAL SAANICH","Urban","5917","5917015","DM","CSD","59",1.02439024390244,"17385","C5F06104",0,"23","2022","59","British Columbia","very poor"
"MUNICIPALITY OF CENTRAL SAANICH","Urban","5917","5917015","DM","CSD","59",1.02439024390244,"17385","C5F06204",0,"23","2022","59","British Columbia","poor"
"MUNICIPALITY OF CENTRAL SAANICH","Urban","5917","5917015","DM","CSD","59",1.02439024390244,"17385","C5F06304",50,"99","2022","59","British Columbia","fair"
"MUNICIPALITY OF CENTRAL SAANICH","Urban","5917","5917015","DM","CSD","59",1.02439024390244,"17385","C5F06404",50,"99","2022","59","British Columbia","good"
"MUNICIPALITY OF CENTRAL SAANICH","Urban","5917","5917015","DM","CSD","59",1.02439024390244,"17385","C5F06504",0,"23","2022","59","British Columbia","very good"
"MUNICIPALITY OF CENTRAL SAANICH","Urban","5917","5917015","DM","CSD","59",1.02439024390244,"17385","C5F06604",0,"23","2022","59","British Columbia","do not know"
"CITY OF CAMPBELL RIVER","Urban","5924","5924034","CY","CSD","59",1.05882352941176,"35519","C5F06104",1,"26","2022","59","British Columbia","very poor"
"CITY OF CAMPBELL RIVER","Urban","5924","5924034","CY","CSD","59",1.05882352941176,"35519","C5F06204",20,"99","2022","59","British Columbia","poor"
"CITY OF CAMPBELL RIVER","Urban","5924","5924034","CY","CSD","59",1.05882352941176,"35519","C5F06304",5,"99","2022","59","British Columbia","fair"
"CITY OF CAMPBELL RIVER","Urban","5924","5924034","CY","CSD","59",1.05882352941176,"35519","C5F06404",9,"99","2022","59","British Columbia","good"
"CITY OF CAMPBELL RIVER","Urban","5924","5924034","CY","CSD","59",1.05882352941176,"35519","C5F06504",65,"99","2022","59","British Columbia","very good"
"CITY OF CAMPBELL RIVER","Urban","5924","5924034","CY","CSD","59",1.05882352941176,"35519","C5F06604",0,"23","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE DISTRICT OF COLDSTREAM","Rural","5937","5937010","DM","CSD","59",1,"11171","C5F06104",2,"00","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE DISTRICT OF COLDSTREAM","Rural","5937","5937010","DM","CSD","59",1,"11171","C5F06204",14,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE DISTRICT OF COLDSTREAM","Rural","5937","5937010","DM","CSD","59",1,"11171","C5F06304",24,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE DISTRICT OF COLDSTREAM","Rural","5937","5937010","DM","CSD","59",1,"11171","C5F06404",37,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE DISTRICT OF COLDSTREAM","Rural","5937","5937010","DM","CSD","59",1,"11171","C5F06504",23,"00","2022","59","British Columbia","very good"
"THE CORPORATION OF THE DISTRICT OF COLDSTREAM","Rural","5937","5937010","DM","CSD","59",1,"11171","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE CITY OF WHITE ROCK","Urban","5915","5915007","CY","CSD","59",1.02439024390244,"21939","C5F06104",10,"00","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE CITY OF WHITE ROCK","Urban","5915","5915007","CY","CSD","59",1.02439024390244,"21939","C5F06204",20,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE CITY OF WHITE ROCK","Urban","5915","5915007","CY","CSD","59",1.02439024390244,"21939","C5F06304",30,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE CITY OF WHITE ROCK","Urban","5915","5915007","CY","CSD","59",1.02439024390244,"21939","C5F06404",40,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE CITY OF WHITE ROCK","Urban","5915","5915007","CY","CSD","59",1.02439024390244,"21939","C5F06504",0,"21","2022","59","British Columbia","very good"
"THE CORPORATION OF THE CITY OF WHITE ROCK","Urban","5915","5915007","CY","CSD","59",1.02439024390244,"21939","C5F06604",0,"21","2022","59","British Columbia","do not know"
"VILLAGE OF CHASE","Urban","5933","5933054","VL","CSD","59",1.03225806451613,"2399","C5F06104",35,"23","2022","59","British Columbia","very poor"
"VILLAGE OF CHASE","Urban","5933","5933054","VL","CSD","59",1.03225806451613,"2399","C5F06204",14,"99","2022","59","British Columbia","poor"
"VILLAGE OF CHASE","Urban","5933","5933054","VL","CSD","59",1.03225806451613,"2399","C5F06304",19,"99","2022","59","British Columbia","fair"
"VILLAGE OF CHASE","Urban","5933","5933054","VL","CSD","59",1.03225806451613,"2399","C5F06404",24,"99","2022","59","British Columbia","good"
"VILLAGE OF CHASE","Urban","5933","5933054","VL","CSD","59",1.03225806451613,"2399","C5F06504",7,"23","2022","59","British Columbia","very good"
"VILLAGE OF CHASE","Urban","5933","5933054","VL","CSD","59",1.03225806451613,"2399","C5F06604",1,"99","2022","59","British Columbia","do not know"
"CITY OF REVELSTOKE","Urban","5939","5939019","CY","CSD","59",1.02439024390244,"8275","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CITY OF REVELSTOKE","Urban","5939","5939019","CY","CSD","59",1.02439024390244,"8275","C5F06204",0,"21","2022","59","British Columbia","poor"
"CITY OF REVELSTOKE","Urban","5939","5939019","CY","CSD","59",1.02439024390244,"8275","C5F06304",50,"00","2022","59","British Columbia","fair"
"CITY OF REVELSTOKE","Urban","5939","5939019","CY","CSD","59",1.02439024390244,"8275","C5F06404",50,"00","2022","59","British Columbia","good"
"CITY OF REVELSTOKE","Urban","5939","5939019","CY","CSD","59",1.02439024390244,"8275","C5F06504",0,"21","2022","59","British Columbia","very good"
"CITY OF REVELSTOKE","Urban","5939","5939019","CY","CSD","59",1.02439024390244,"8275","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE CITY OF ROSSLAND","Urban","5905","5905023","CY","CSD","59",1.03225806451613,"4140","C5F06104",20,"00","2022","59","British Columbia","very poor"
"CORPORATION OF THE CITY OF ROSSLAND","Urban","5905","5905023","CY","CSD","59",1.03225806451613,"4140","C5F06204",20,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE CITY OF ROSSLAND","Urban","5905","5905023","CY","CSD","59",1.03225806451613,"4140","C5F06304",20,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE CITY OF ROSSLAND","Urban","5905","5905023","CY","CSD","59",1.03225806451613,"4140","C5F06404",30,"00","2022","59","British Columbia","good"
"CORPORATION OF THE CITY OF ROSSLAND","Urban","5905","5905023","CY","CSD","59",1.03225806451613,"4140","C5F06504",10,"00","2022","59","British Columbia","very good"
"CORPORATION OF THE CITY OF ROSSLAND","Urban","5905","5905023","CY","CSD","59",1.03225806451613,"4140","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CITY OF LANGLEY","Urban","5915","5915002","CY","CSD","59",1.02439024390244,"28963","C5F06104",1,"00","2022","59","British Columbia","very poor"
"CITY OF LANGLEY","Urban","5915","5915002","CY","CSD","59",1.02439024390244,"28963","C5F06204",13,"00","2022","59","British Columbia","poor"
"CITY OF LANGLEY","Urban","5915","5915002","CY","CSD","59",1.02439024390244,"28963","C5F06304",28,"00","2022","59","British Columbia","fair"
"CITY OF LANGLEY","Urban","5915","5915002","CY","CSD","59",1.02439024390244,"28963","C5F06404",45,"00","2022","59","British Columbia","good"
"CITY OF LANGLEY","Urban","5915","5915002","CY","CSD","59",1.02439024390244,"28963","C5F06504",13,"00","2022","59","British Columbia","very good"
"CITY OF LANGLEY","Urban","5915","5915002","CY","CSD","59",1.02439024390244,"28963","C5F06604",0,"00","2022","59","British Columbia","do not know"
"CITY OF KIMBERLEY","Rural","5901","5901028","CY","CSD","59",1,"8115","C5F06104",53,"00","2022","59","British Columbia","very poor"
"CITY OF KIMBERLEY","Rural","5901","5901028","CY","CSD","59",1,"8115","C5F06204",15,"00","2022","59","British Columbia","poor"
"CITY OF KIMBERLEY","Rural","5901","5901028","CY","CSD","59",1,"8115","C5F06304",14,"00","2022","59","British Columbia","fair"
"CITY OF KIMBERLEY","Rural","5901","5901028","CY","CSD","59",1,"8115","C5F06404",9,"00","2022","59","British Columbia","good"
"CITY OF KIMBERLEY","Rural","5901","5901028","CY","CSD","59",1,"8115","C5F06504",9,"00","2022","59","British Columbia","very good"
"CITY OF KIMBERLEY","Rural","5901","5901028","CY","CSD","59",1,"8115","C5F06604",0,"00","2022","59","British Columbia","do not know"
"CORPORATION OF THE CITY OF GRAND FORKS","Urban","5905","5905032","CY","CSD","59",1.03225806451613,"4112","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CORPORATION OF THE CITY OF GRAND FORKS","Urban","5905","5905032","CY","CSD","59",1.03225806451613,"4112","C5F06204",25,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE CITY OF GRAND FORKS","Urban","5905","5905032","CY","CSD","59",1.03225806451613,"4112","C5F06304",50,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE CITY OF GRAND FORKS","Urban","5905","5905032","CY","CSD","59",1.03225806451613,"4112","C5F06404",25,"00","2022","59","British Columbia","good"
"CORPORATION OF THE CITY OF GRAND FORKS","Urban","5905","5905032","CY","CSD","59",1.03225806451613,"4112","C5F06504",0,"21","2022","59","British Columbia","very good"
"CORPORATION OF THE CITY OF GRAND FORKS","Urban","5905","5905032","CY","CSD","59",1.03225806451613,"4112","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE CITY OF FERNIE","Urban","5901","5901012","CY","CSD","59",1.02439024390244,"6320","C5F06104",34.6534653465347,"21","2022","59","British Columbia","very poor"
"CORPORATION OF THE CITY OF FERNIE","Urban","5901","5901012","CY","CSD","59",1.02439024390244,"6320","C5F06204",7.92079207920792,"21","2022","59","British Columbia","poor"
"CORPORATION OF THE CITY OF FERNIE","Urban","5901","5901012","CY","CSD","59",1.02439024390244,"6320","C5F06304",16.8316831683168,"21","2022","59","British Columbia","fair"
"CORPORATION OF THE CITY OF FERNIE","Urban","5901","5901012","CY","CSD","59",1.02439024390244,"6320","C5F06404",11.8811881188119,"21","2022","59","British Columbia","good"
"CORPORATION OF THE CITY OF FERNIE","Urban","5901","5901012","CY","CSD","59",1.02439024390244,"6320","C5F06504",28.7128712871287,"21","2022","59","British Columbia","very good"
"CORPORATION OF THE CITY OF FERNIE","Urban","5901","5901012","CY","CSD","59",1.02439024390244,"6320","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE CITY OF ENDERBY","Urban","5937","5937033","CY","CSD","59",1.03225806451613,"3028","C5F06104",0,"00","2022","59","British Columbia","very poor"
"CORPORATION OF THE CITY OF ENDERBY","Urban","5937","5937033","CY","CSD","59",1.03225806451613,"3028","C5F06204",7,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE CITY OF ENDERBY","Urban","5937","5937033","CY","CSD","59",1.03225806451613,"3028","C5F06304",77,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE CITY OF ENDERBY","Urban","5937","5937033","CY","CSD","59",1.03225806451613,"3028","C5F06404",12,"00","2022","59","British Columbia","good"
"CORPORATION OF THE CITY OF ENDERBY","Urban","5937","5937033","CY","CSD","59",1.03225806451613,"3028","C5F06504",4,"00","2022","59","British Columbia","very good"
"CORPORATION OF THE CITY OF ENDERBY","Urban","5937","5937033","CY","CSD","59",1.03225806451613,"3028","C5F06604",0,"00","2022","59","British Columbia","do not know"
"CITY OF DUNCAN","Urban","5919","5919012","CY","CSD","59",1.02439024390244,"5047","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CITY OF DUNCAN","Urban","5919","5919012","CY","CSD","59",1.02439024390244,"5047","C5F06204",0,"21","2022","59","British Columbia","poor"
"CITY OF DUNCAN","Urban","5919","5919012","CY","CSD","59",1.02439024390244,"5047","C5F06304",100,"00","2022","59","British Columbia","fair"
"CITY OF DUNCAN","Urban","5919","5919012","CY","CSD","59",1.02439024390244,"5047","C5F06404",0,"21","2022","59","British Columbia","good"
"CITY OF DUNCAN","Urban","5919","5919012","CY","CSD","59",1.02439024390244,"5047","C5F06504",0,"21","2022","59","British Columbia","very good"
"CITY OF DUNCAN","Urban","5919","5919012","CY","CSD","59",1.02439024390244,"5047","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE CITY OF COURTENAY","Urban","5926","5926010","CY","CSD","59",1.02439024390244,"28420","C5F06104",1,"00","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE CITY OF COURTENAY","Urban","5926","5926010","CY","CSD","59",1.02439024390244,"28420","C5F06204",10,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE CITY OF COURTENAY","Urban","5926","5926010","CY","CSD","59",1.02439024390244,"28420","C5F06304",27,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE CITY OF COURTENAY","Urban","5926","5926010","CY","CSD","59",1.02439024390244,"28420","C5F06404",11,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE CITY OF COURTENAY","Urban","5926","5926010","CY","CSD","59",1.02439024390244,"28420","C5F06504",51,"00","2022","59","British Columbia","very good"
"THE CORPORATION OF THE CITY OF COURTENAY","Urban","5926","5926010","CY","CSD","59",1.02439024390244,"28420","C5F06604",0,"00","2022","59","British Columbia","do not know"
"THE CITY OF ARMSTRONG","Urban","5937","5937028","CY","CSD","59",1.02439024390244,"5323","C5F06104",10,"00","2022","59","British Columbia","very poor"
"THE CITY OF ARMSTRONG","Urban","5937","5937028","CY","CSD","59",1.02439024390244,"5323","C5F06204",20,"00","2022","59","British Columbia","poor"
"THE CITY OF ARMSTRONG","Urban","5937","5937028","CY","CSD","59",1.02439024390244,"5323","C5F06304",20,"00","2022","59","British Columbia","fair"
"THE CITY OF ARMSTRONG","Urban","5937","5937028","CY","CSD","59",1.02439024390244,"5323","C5F06404",40,"00","2022","59","British Columbia","good"
"THE CITY OF ARMSTRONG","Urban","5937","5937028","CY","CSD","59",1.02439024390244,"5323","C5F06504",10,"00","2022","59","British Columbia","very good"
"THE CITY OF ARMSTRONG","Urban","5937","5937028","CY","CSD","59",1.02439024390244,"5323","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF ELKFORD","Rural","5901","5901003","DM","CSD","59",1.13384751074848,"2749","C5F06104",0,"23","2022","59","British Columbia","very poor"
"DISTRICT OF ELKFORD","Rural","5901","5901003","DM","CSD","59",1.13384751074848,"2749","C5F06204",24,"99","2022","59","British Columbia","poor"
"DISTRICT OF ELKFORD","Rural","5901","5901003","DM","CSD","59",1.13384751074848,"2749","C5F06304",29,"99","2022","59","British Columbia","fair"
"DISTRICT OF ELKFORD","Rural","5901","5901003","DM","CSD","59",1.13384751074848,"2749","C5F06404",47,"99","2022","59","British Columbia","good"
"DISTRICT OF ELKFORD","Rural","5901","5901003","DM","CSD","59",1.13384751074848,"2749","C5F06504",0,"23","2022","59","British Columbia","very good"
"DISTRICT OF ELKFORD","Rural","5901","5901003","DM","CSD","59",1.13384751074848,"2749","C5F06604",0,"23","2022","59","British Columbia","do not know"
"VILLAGE OF LIONS BAY","Urban","5915","5915065","VL","CSD","59",1.03225806451613,"1390","C5F06104",11,"99","2022","59","British Columbia","very poor"
"VILLAGE OF LIONS BAY","Urban","5915","5915065","VL","CSD","59",1.03225806451613,"1390","C5F06204",11,"99","2022","59","British Columbia","poor"
"VILLAGE OF LIONS BAY","Urban","5915","5915065","VL","CSD","59",1.03225806451613,"1390","C5F06304",34,"99","2022","59","British Columbia","fair"
"VILLAGE OF LIONS BAY","Urban","5915","5915065","VL","CSD","59",1.03225806451613,"1390","C5F06404",28,"99","2022","59","British Columbia","good"
"VILLAGE OF LIONS BAY","Urban","5915","5915065","VL","CSD","59",1.03225806451613,"1390","C5F06504",16,"99","2022","59","British Columbia","very good"
"VILLAGE OF LIONS BAY","Urban","5915","5915065","VL","CSD","59",1.03225806451613,"1390","C5F06604",0,"23","2022","59","British Columbia","do not know"
"DISTRICT OF CLEARWATER","Rural","5933","5933067","DM","CSD","59",1.14963532640344,"2388","C5F06104",0,"99","2022","59","British Columbia","very poor"
"DISTRICT OF CLEARWATER","Rural","5933","5933067","DM","CSD","59",1.14963532640344,"2388","C5F06204",75,"99","2022","59","British Columbia","poor"
"DISTRICT OF CLEARWATER","Rural","5933","5933067","DM","CSD","59",1.14963532640344,"2388","C5F06304",8,"23","2022","59","British Columbia","fair"
"DISTRICT OF CLEARWATER","Rural","5933","5933067","DM","CSD","59",1.14963532640344,"2388","C5F06404",17,"23","2022","59","British Columbia","good"
"DISTRICT OF CLEARWATER","Rural","5933","5933067","DM","CSD","59",1.14963532640344,"2388","C5F06504",0,"23","2022","59","British Columbia","very good"
"DISTRICT OF CLEARWATER","Rural","5933","5933067","DM","CSD","59",1.14963532640344,"2388","C5F06604",0,"23","2022","59","British Columbia","do not know"
"DISTRICT OF NEW HAZELTON","Rural","5949","5949024","DM","CSD","59",2.05406161531693,"602","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF NEW HAZELTON","Rural","5949","5949024","DM","CSD","59",2.05406161531693,"602","C5F06204",0,"21","2022","59","British Columbia","poor"
"DISTRICT OF NEW HAZELTON","Rural","5949","5949024","DM","CSD","59",2.05406161531693,"602","C5F06304",0,"21","2022","59","British Columbia","fair"
"DISTRICT OF NEW HAZELTON","Rural","5949","5949024","DM","CSD","59",2.05406161531693,"602","C5F06404",100,"00","2022","59","British Columbia","good"
"DISTRICT OF NEW HAZELTON","Rural","5949","5949024","DM","CSD","59",2.05406161531693,"602","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF NEW HAZELTON","Rural","5949","5949024","DM","CSD","59",2.05406161531693,"602","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF TAYLOR","Rural","5955","5955030","DM","CSD","59",1.24740254866668,"1317","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF TAYLOR","Rural","5955","5955030","DM","CSD","59",1.24740254866668,"1317","C5F06204",10,"00","2022","59","British Columbia","poor"
"DISTRICT OF TAYLOR","Rural","5955","5955030","DM","CSD","59",1.24740254866668,"1317","C5F06304",27,"00","2022","59","British Columbia","fair"
"DISTRICT OF TAYLOR","Rural","5955","5955030","DM","CSD","59",1.24740254866668,"1317","C5F06404",45,"00","2022","59","British Columbia","good"
"DISTRICT OF TAYLOR","Rural","5955","5955030","DM","CSD","59",1.24740254866668,"1317","C5F06504",18,"00","2022","59","British Columbia","very good"
"DISTRICT OF TAYLOR","Rural","5955","5955030","DM","CSD","59",1.24740254866668,"1317","C5F06604",0,"21","2022","59","British Columbia","do not know"
"METRO VANCOUVER REGIONAL DISTRICT","N/A","5915","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06104",0,"00","2022","59","British Columbia","very poor"
"METRO VANCOUVER REGIONAL DISTRICT","N/A","5915","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06204",2,"00","2022","59","British Columbia","poor"
"METRO VANCOUVER REGIONAL DISTRICT","N/A","5915","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06304",54,"00","2022","59","British Columbia","fair"
"METRO VANCOUVER REGIONAL DISTRICT","N/A","5915","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06404",44,"00","2022","59","British Columbia","good"
"METRO VANCOUVER REGIONAL DISTRICT","N/A","5915","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06504",0,"00","2022","59","British Columbia","very good"
"METRO VANCOUVER REGIONAL DISTRICT","N/A","5915","N/A","N/A","CD","59",1.04761904761905,"N/A","C5F06604",0,"00","2022","59","British Columbia","do not know"
"CITY OF MAPLE RIDGE","Urban","5915","5915075","CY","CSD","59",1.05882352941176,"90990","C5F06104",8,"23","2022","59","British Columbia","very poor"
"CITY OF MAPLE RIDGE","Urban","5915","5915075","CY","CSD","59",1.05882352941176,"90990","C5F06204",1,"23","2022","59","British Columbia","poor"
"CITY OF MAPLE RIDGE","Urban","5915","5915075","CY","CSD","59",1.05882352941176,"90990","C5F06304",0,"23","2022","59","British Columbia","fair"
"CITY OF MAPLE RIDGE","Urban","5915","5915075","CY","CSD","59",1.05882352941176,"90990","C5F06404",74,"99","2022","59","British Columbia","good"
"CITY OF MAPLE RIDGE","Urban","5915","5915075","CY","CSD","59",1.05882352941176,"90990","C5F06504",17,"23","2022","59","British Columbia","very good"
"CITY OF MAPLE RIDGE","Urban","5915","5915075","CY","CSD","59",1.05882352941176,"90990","C5F06604",0,"23","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE TOWNSHIP OF LANGLEY","Urban","5915","5915001","DM","CSD","59",1,"132603","C5F06104",0,"00","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE TOWNSHIP OF LANGLEY","Urban","5915","5915001","DM","CSD","59",1,"132603","C5F06204",25,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE TOWNSHIP OF LANGLEY","Urban","5915","5915001","DM","CSD","59",1,"132603","C5F06304",60,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE TOWNSHIP OF LANGLEY","Urban","5915","5915001","DM","CSD","59",1,"132603","C5F06404",15,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE TOWNSHIP OF LANGLEY","Urban","5915","5915001","DM","CSD","59",1,"132603","C5F06504",0,"00","2022","59","British Columbia","very good"
"THE CORPORATION OF THE TOWNSHIP OF LANGLEY","Urban","5915","5915001","DM","CSD","59",1,"132603","C5F06604",0,"00","2022","59","British Columbia","do not know"
"DISTRICT OF METCHOSIN","Rural","5917","5917042","DM","CSD","59",1,"5067","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF METCHOSIN","Rural","5917","5917042","DM","CSD","59",1,"5067","C5F06204",0,"21","2022","59","British Columbia","poor"
"DISTRICT OF METCHOSIN","Rural","5917","5917042","DM","CSD","59",1,"5067","C5F06304",0,"21","2022","59","British Columbia","fair"
"DISTRICT OF METCHOSIN","Rural","5917","5917042","DM","CSD","59",1,"5067","C5F06404",100,"00","2022","59","British Columbia","good"
"DISTRICT OF METCHOSIN","Rural","5917","5917042","DM","CSD","59",1,"5067","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF METCHOSIN","Rural","5917","5917042","DM","CSD","59",1,"5067","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE CITY OF NELSON","Urban","5903","5903015","CY","CSD","59",1.02439024390244,"11106","C5F06104",5,"00","2022","59","British Columbia","very poor"
"CORPORATION OF THE CITY OF NELSON","Urban","5903","5903015","CY","CSD","59",1.02439024390244,"11106","C5F06204",20,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE CITY OF NELSON","Urban","5903","5903015","CY","CSD","59",1.02439024390244,"11106","C5F06304",35,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE CITY OF NELSON","Urban","5903","5903015","CY","CSD","59",1.02439024390244,"11106","C5F06404",25,"00","2022","59","British Columbia","good"
"CORPORATION OF THE CITY OF NELSON","Urban","5903","5903015","CY","CSD","59",1.02439024390244,"11106","C5F06504",15,"00","2022","59","British Columbia","very good"
"CORPORATION OF THE CITY OF NELSON","Urban","5903","5903015","CY","CSD","59",1.02439024390244,"11106","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE CITY OF VICTORIA","Urban","5917","5917034","CY","CSD","59",1.05882352941176,"91867","C5F06104",0,"00","2022","59","British Columbia","very poor"
"CORPORATION OF THE CITY OF VICTORIA","Urban","5917","5917034","CY","CSD","59",1.05882352941176,"91867","C5F06204",5,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE CITY OF VICTORIA","Urban","5917","5917034","CY","CSD","59",1.05882352941176,"91867","C5F06304",63,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE CITY OF VICTORIA","Urban","5917","5917034","CY","CSD","59",1.05882352941176,"91867","C5F06404",21,"00","2022","59","British Columbia","good"
"CORPORATION OF THE CITY OF VICTORIA","Urban","5917","5917034","CY","CSD","59",1.05882352941176,"91867","C5F06504",11,"00","2022","59","British Columbia","very good"
"CORPORATION OF THE CITY OF VICTORIA","Urban","5917","5917034","CY","CSD","59",1.05882352941176,"91867","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE DISTRICT OF OAK BAY","Urban","5917","5917030","DM","CSD","59",1.02439024390244,"17990","C5F06104",8,"99","2022","59","British Columbia","very poor"
